"sede","fecha","cantidad_visitantes","cantidad_combos","gasto_total","propina","tiempo_espera","satisfaccion_cliente","numero_de_mesas_disponibles"
"Escuela_Universitaria_de_Ingles",2023-03-03,31,4,8000,236,7.4,87.3,20
"Trabajo_Argentino",2023-03-04,42,5,10000,467,9.4,98,17
"Malvinas_Argentinas",2023-03-04,2,2,4000,138,4.4,91.9,18
"Marcos_Paz",2023-03-04,20,2,4000,262,3.7,97.9,14
"Rectorado",2023-03-04,4,4,8000,118,8.5,89.5,28
"Gestion_estudiantil",2023-03-04,11,3,6000,240,5.8,89.9,25
"Laboratorios",2023-03-04,15,5,10000,123,7.6,87.9,20
"Invernaula",2023-03-04,57,5,10000,131,10.8,90.4,27
"Auditorio",2023-03-04,29,5,10000,281,11.2,93,15
"PIA",2023-03-04,32,2,4000,108,4,95.7,19
"Playon",2023-03-04,35,3,6000,279,6.4,95,17
"Gratuidad_Universitaria",2023-03-04,19,5,10000,280,8.4,85.2,15
"Justicia_Social",2023-03-04,24,5,10000,187,8.2,97.1,21
"La_Patria",2023-03-04,66,5,10000,231,8.2,91.7,11
"Sede_Vergara",2023-03-04,45,4,8000,227,7.9,94.3,30
"Polideportivo",2023-03-04,14,5,10000,252,10.3,90,18
"Escuela_Universitaria_de_Ingles",2023-03-04,54,4,8000,259,6.7,90.7,13
"Malvinas_Argentinas",2023-03-05,2,4,8000,184,9.3,87.1,28
"Marcos_Paz",2023-03-05,32,3,6000,129,7.4,90.3,19
"Rectorado",2023-03-05,13,3,6000,275,6.6,90.6,11
"Gestion_estudiantil",2023-03-05,23,4,8000,202,7.1,86.8,14
"Biblioteca",2023-03-05,46,4,8000,130,8.7,93.2,28
"Laboratorios",2023-03-05,4,5,10000,248,8.4,76.7,11
"Auditorio",2023-03-05,32,5,10000,152,11,81.1,11
"PIA",2023-03-05,48,5,10000,247,11.5,82,24
"Playon",2023-03-05,19,5,10000,224,8.9,95.5,29
"Justicia_Social",2023-03-05,4,4,8000,121,9,90.6,24
"La_Patria",2023-03-05,56,4,8000,263,6.6,101,13
"Polideportivo",2023-03-05,3,4,8000,138,9.3,94.2,26
"Escuela_Universitaria_de_Ingles",2023-03-05,50,2,4000,173,4.2,95.9,14
"Trabajo_Argentino",2023-03-06,17,3,6000,315,7.5,91.7,27
"Marcos_Paz",2023-03-06,16,4,8000,269,8.6,104.1,18
"Rectorado",2023-03-06,6,2,4000,181,4.6,90.7,26
"Gestion_estudiantil",2023-03-06,17,3,6000,228,6.3,95,17
"Biblioteca",2023-03-06,14,4,8000,194,9.1,91.1,25
"Laboratorios",2023-03-06,6,2,4000,215,3.8,94.8,14
"Auditorio",2023-03-06,9,4,8000,136,7.7,92.1,17
"PIA",2023-03-06,29,2,4000,184,3.4,100.8,27
"Playon",2023-03-06,6,5,10000,269,9.5,95.4,19
"Gratuidad_Universitaria",2023-03-06,14,5,10000,134,10.6,80.6,26
"Justicia_Social",2023-03-06,32,2,4000,252,4.4,101.3,15
"La_Patria",2023-03-06,38,4,8000,130,8.9,84.3,24
"Sede_Vergara",2023-03-06,30,2,4000,124,4.2,105.6,18
"Polideportivo",2023-03-06,21,5,10000,151,7.9,87.5,18
"Escuela_Universitaria_de_Ingles",2023-03-06,32,4,8000,273,6.5,95.5,15
"Trabajo_Argentino",2023-03-07,5,3,6000,495,5.7,94.7,14
"Malvinas_Argentinas",2023-03-07,2,5,10000,277,11.9,97.8,27
"Marcos_Paz",2023-03-07,26,4,8000,202,6.2,98.5,14
"Rectorado",2023-03-07,8,5,10000,167,9.4,88.1,18
"Gestion_estudiantil",2023-03-07,8,2,4000,135,4.1,92.8,27
"Biblioteca",2023-03-07,23,5,10000,243,11.3,91,21
"Laboratorios",2023-03-07,9,2,4000,238,4.2,98.7,12
"Invernaula",2023-03-07,28,3,6000,220,5.2,96.1,15
"Auditorio",2023-03-07,14,2,4000,263,4.6,97.3,11
"PIA",2023-03-07,32,4,8000,237,7.5,99.5,10
"Playon",2023-03-07,23,2,4000,109,3.9,99.6,14
"Gratuidad_Universitaria",2023-03-07,25,5,10000,174,7.9,94.1,23
"Justicia_Social",2023-03-07,9,5,10000,135,10,92.7,10
"La_Patria",2023-03-07,41,5,10000,114,9.3,99.8,13
"Sede_Vergara",2023-03-07,26,3,6000,160,5.9,99.5,17
"Polideportivo",2023-03-07,26,5,10000,300,8.9,88.5,24
"Escuela_Universitaria_de_Ingles",2023-03-07,17,3,6000,172,6.5,98.2,16
"Trabajo_Argentino",2023-03-08,17,6,12000,568,10.4,86.6,27
"Marcos_Paz",2023-03-08,16,5,10000,150,9.5,90.2,23
"Rectorado",2023-03-08,6,3,6000,300,7.4,95.6,28
"Gestion_estudiantil",2023-03-08,21,2,4000,268,3.1,89.6,15
"Biblioteca",2023-03-08,35,3,6000,164,6.5,87.2,30
"Laboratorios",2023-03-08,4,5,10000,246,9.2,86.6,14
"Invernaula",2023-03-08,32,2,4000,221,3.5,100,15
"Auditorio",2023-03-08,8,3,6000,166,5.4,91.3,23
"PIA",2023-03-08,35,4,8000,103,8.2,91.8,29
"Playon",2023-03-08,15,2,4000,127,3.6,85.3,28
"Gratuidad_Universitaria",2023-03-08,5,5,10000,115,8,92.4,27
"Justicia_Social",2023-03-08,12,2,4000,190,3,101.2,19
"La_Patria",2023-03-08,54,2,4000,127,4,98.9,27
"Sede_Vergara",2023-03-08,45,4,8000,139,9.6,91.8,19
"Polideportivo",2023-03-08,40,2,4000,199,3.2,97.3,24
"Escuela_Universitaria_de_Ingles",2023-03-08,8,4,8000,177,9.3,92.6,11
"Trabajo_Argentino",2023-03-09,10,3,6000,447,6.4,95.4,15
"Malvinas_Argentinas",2023-03-09,2,5,10000,118,12.3,95.4,27
"Marcos_Paz",2023-03-09,19,5,10000,145,9.6,85.5,28
"Rectorado",2023-03-09,7,5,10000,255,7.6,82.6,27
"Gestion_estudiantil",2023-03-09,22,3,6000,162,6.7,86.4,17
"Biblioteca",2023-03-09,19,5,10000,171,8.1,93.2,12
"Laboratorios",2023-03-09,15,2,4000,168,4,105.9,13
"Invernaula",2023-03-09,28,2,4000,260,4.5,100.1,25
"Auditorio",2023-03-09,25,5,10000,228,12.1,76,29
"PIA",2023-03-09,33,3,6000,142,6.7,88.6,26
"Playon",2023-03-09,13,5,10000,236,12.4,80.9,14
"Gratuidad_Universitaria",2023-03-09,1,4,8000,236,8.7,86.7,24
"Justicia_Social",2023-03-09,38,3,6000,295,5,99,20
"La_Patria",2023-03-09,53,2,4000,217,4.5,92.6,13
"Sede_Vergara",2023-03-09,43,4,8000,157,9.7,95.3,10
"Polideportivo",2023-03-09,6,3,6000,125,6,91.9,17
"Escuela_Universitaria_de_Ingles",2023-03-09,14,2,4000,189,4.6,89.2,27
"Trabajo_Argentino",2023-03-10,41,3,6000,542,4.9,98.5,19
"Malvinas_Argentinas",2023-03-10,11,4,8000,274,8.2,90.2,21
"Marcos_Paz",2023-03-10,26,2,4000,105,4,88.9,10
"Rectorado",2023-03-10,5,3,6000,258,6.3,103.6,18
"Gestion_estudiantil",2023-03-10,29,2,4000,227,3.4,94.7,20
"Biblioteca",2023-03-10,30,4,8000,122,9.4,94.9,16
"Laboratorios",2023-03-10,20,5,10000,237,11.3,81.8,28
"Invernaula",2023-03-10,43,4,8000,291,6.7,98,10
"Auditorio",2023-03-10,26,3,6000,151,6.4,92.7,26
"PIA",2023-03-10,33,4,8000,124,7.3,85.9,18
"Playon",2023-03-10,19,4,8000,225,9.5,90.2,13
"Gratuidad_Universitaria",2023-03-10,14,3,6000,274,6,99.9,15
"Justicia_Social",2023-03-10,34,5,10000,201,8,86,24
"La_Patria",2023-03-10,79,4,8000,262,7.2,84.8,27
"Sede_Vergara",2023-03-10,54,2,4000,171,4.6,99.8,29
"Polideportivo",2023-03-10,79,4,8000,193,9.1,95,19
"Escuela_Universitaria_de_Ingles",2023-03-10,36,3,6000,214,7.1,100.5,14
"Trabajo_Argentino",2023-03-11,26,3,6000,467,7.4,95.4,18
"Malvinas_Argentinas",2023-03-11,7,3,6000,107,6.1,83.5,21
"Marcos_Paz",2023-03-11,21,2,4000,106,3.9,99.3,25
"Rectorado",2023-03-11,7,4,8000,164,7.9,93.2,23
"Gestion_estudiantil",2023-03-11,15,2,4000,209,4.3,102.9,20
"Biblioteca",2023-03-11,11,3,6000,202,6.4,88.3,19
"Laboratorios",2023-03-11,13,5,10000,295,8.3,85.8,24
"Invernaula",2023-03-11,52,5,10000,255,9.4,94,12
"Auditorio",2023-03-11,46,2,4000,170,4.6,93.8,15
"PIA",2023-03-11,36,2,4000,145,3.6,92.3,16
"Playon",2023-03-11,29,3,6000,161,6.9,89.2,24
"Gratuidad_Universitaria",2023-03-11,15,4,8000,261,6.7,97.4,11
"Justicia_Social",2023-03-11,7,4,8000,287,7.9,98,12
"La_Patria",2023-03-11,72,4,8000,255,7.3,97.3,15
"Sede_Vergara",2023-03-11,38,4,8000,122,8.5,86.1,29
"Polideportivo",2023-03-11,39,5,10000,225,7.9,98,13
"Escuela_Universitaria_de_Ingles",2023-03-11,54,4,8000,132,7.5,91.9,26
"Trabajo_Argentino",2023-03-12,11,6,12000,358,12.1,90.1,20
"Marcos_Paz",2023-03-12,42,3,6000,294,6.4,91.8,15
"Rectorado",2023-03-12,11,5,10000,120,9.3,88.2,24
"Gestion_estudiantil",2023-03-12,27,2,4000,154,4,90.3,15
"Biblioteca",2023-03-12,2,4,8000,240,9.3,86,12
"Laboratorios",2023-03-12,5,2,4000,270,4.7,94.1,14
"Auditorio",2023-03-12,25,5,10000,248,11.1,87.7,13
"PIA",2023-03-12,50,3,6000,239,5.8,94.9,13
"Playon",2023-03-12,35,4,8000,269,8.8,85.7,12
"Gratuidad_Universitaria",2023-03-12,31,2,4000,255,3.7,98.9,14
"Justicia_Social",2023-03-12,61,4,8000,174,7.1,91.9,25
"La_Patria",2023-03-12,81,2,4000,181,3.2,101.7,18
"Polideportivo",2023-03-12,3,2,4000,235,3.1,89.1,28
"Escuela_Universitaria_de_Ingles",2023-03-12,42,3,6000,159,6,93.6,23
"Trabajo_Argentino",2023-03-13,7,5,10000,528,8.3,98.3,15
"Marcos_Paz",2023-03-13,17,3,6000,158,4.9,106.5,29
"Rectorado",2023-03-13,6,4,8000,158,9.5,85.2,15
"Gestion_estudiantil",2023-03-13,35,4,8000,250,8.5,92.8,13
"Biblioteca",2023-03-13,38,3,6000,261,5,90.9,30
"Laboratorios",2023-03-13,6,4,8000,170,7.3,85.6,27
"Auditorio",2023-03-13,10,4,8000,199,8.7,91.4,16
"PIA",2023-03-13,29,3,6000,284,5.3,95.5,16
"Playon",2023-03-13,17,2,4000,154,3.4,93,24
"Justicia_Social",2023-03-13,6,2,4000,288,3.5,95.6,11
"La_Patria",2023-03-13,68,3,6000,254,6.1,95.4,23
"Sede_Vergara",2023-03-13,16,4,8000,131,9.3,88.9,14
"Polideportivo",2023-03-13,33,2,4000,134,4.3,90,19
"Escuela_Universitaria_de_Ingles",2023-03-13,37,4,8000,151,7.8,101,18
"Trabajo_Argentino",2023-03-14,7,3,6000,469,6.4,96.4,21
"Marcos_Paz",2023-03-14,26,2,4000,267,4.8,95.2,17
"Rectorado",2023-03-14,5,5,10000,189,7.9,95.2,17
"Gestion_estudiantil",2023-03-14,9,4,8000,249,8.5,87.6,24
"Biblioteca",2023-03-14,20,3,6000,119,4.5,101.9,29
"Laboratorios",2023-03-14,8,4,8000,156,6.9,97,23
"Invernaula",2023-03-14,44,5,10000,148,10.9,87.5,28
"Auditorio",2023-03-14,6,5,10000,200,11,92.2,27
"PIA",2023-03-14,25,3,6000,272,6.4,94.8,11
"Playon",2023-03-14,17,3,6000,206,4.7,98.3,16
"Gratuidad_Universitaria",2023-03-14,2,2,4000,209,3.6,101.7,18
"Justicia_Social",2023-03-14,3,3,6000,107,4.9,96.4,10
"La_Patria",2023-03-14,48,2,4000,211,3.8,95.9,24
"Sede_Vergara",2023-03-14,23,5,10000,113,11.8,86,24
"Polideportivo",2023-03-14,12,2,4000,172,3.4,102.2,10
"Escuela_Universitaria_de_Ingles",2023-03-14,28,3,6000,278,5.1,96.5,10
"Trabajo_Argentino",2023-03-15,21,6,12000,536,14.9,81.2,28
"Malvinas_Argentinas",2023-03-15,1,4,8000,170,6.7,89.1,30
"Marcos_Paz",2023-03-15,16,5,10000,133,10.3,88.7,23
"Rectorado",2023-03-15,6,3,6000,292,7.1,84.6,29
"Gestion_estudiantil",2023-03-15,34,5,10000,259,8.9,81.8,26
"Biblioteca",2023-03-15,45,3,6000,210,5.5,93.2,28
"Laboratorios",2023-03-15,14,2,4000,185,3.6,91.7,18
"Invernaula",2023-03-15,44,4,8000,173,7.7,92.2,21
"Auditorio",2023-03-15,16,5,10000,162,8.5,93.4,30
"PIA",2023-03-15,25,3,6000,144,4.6,94.5,29
"Playon",2023-03-15,18,5,10000,279,8,94.4,24
"Gratuidad_Universitaria",2023-03-15,11,2,4000,228,4.7,102.5,21
"Justicia_Social",2023-03-15,12,5,10000,124,8.4,98.2,11
"La_Patria",2023-03-15,63,5,10000,245,12.3,90.6,26
"Sede_Vergara",2023-03-15,41,5,10000,174,11,90.5,25
"Polideportivo",2023-03-15,30,5,10000,157,11.4,85.1,22
"Escuela_Universitaria_de_Ingles",2023-03-15,10,4,8000,101,6.7,100.8,20
"Trabajo_Argentino",2023-03-16,12,3,6000,397,6.5,89.8,13
"Malvinas_Argentinas",2023-03-16,3,5,10000,260,9.9,86.9,13
"Marcos_Paz",2023-03-16,18,3,6000,248,6.1,91.1,23
"Rectorado",2023-03-16,8,5,10000,222,8.4,93.9,11
"Gestion_estudiantil",2023-03-16,19,2,4000,183,3.4,92.8,17
"Biblioteca",2023-03-16,34,5,10000,128,8.8,100.5,13
"Laboratorios",2023-03-16,11,4,8000,137,9.2,91,20
"Auditorio",2023-03-16,5,3,6000,163,6.3,99.5,27
"PIA",2023-03-16,35,3,6000,197,6.3,90.6,25
"Playon",2023-03-16,24,3,6000,101,7,98.9,11
"Gratuidad_Universitaria",2023-03-16,12,4,8000,261,8.2,88.9,25
"Justicia_Social",2023-03-16,29,5,10000,168,8.2,90.3,14
"La_Patria",2023-03-16,65,2,4000,257,3.8,101.9,13
"Sede_Vergara",2023-03-16,33,3,6000,165,6.8,86.2,18
"Polideportivo",2023-03-16,35,5,10000,203,8.8,90.7,12
"Escuela_Universitaria_de_Ingles",2023-03-16,20,5,10000,140,11.5,83,17
"Trabajo_Argentino",2023-03-17,35,5,10000,543,9.6,87.2,12
"Marcos_Paz",2023-03-17,15,2,4000,273,3.2,90.7,17
"Rectorado",2023-03-17,12,5,10000,230,8.6,88.4,10
"Gestion_estudiantil",2023-03-17,29,3,6000,296,6.1,91.1,20
"Biblioteca",2023-03-17,52,3,6000,286,7,87.5,17
"Laboratorios",2023-03-17,22,4,8000,217,7,86.1,12
"Invernaula",2023-03-17,1,3,6000,224,6.1,96.7,27
"Auditorio",2023-03-17,13,2,4000,251,4.5,95.9,29
"PIA",2023-03-17,22,4,8000,209,7.7,85.6,22
"Playon",2023-03-17,30,2,4000,263,3.7,96.2,20
"Gratuidad_Universitaria",2023-03-17,7,4,8000,141,6.5,94.2,11
"Justicia_Social",2023-03-17,44,5,10000,292,8.2,91.9,25
"La_Patria",2023-03-17,82,3,6000,183,5.8,96.1,10
"Sede_Vergara",2023-03-17,44,5,10000,293,10.4,96.5,28
"Polideportivo",2023-03-17,59,5,10000,290,8.7,83.3,27
"Escuela_Universitaria_de_Ingles",2023-03-17,35,5,10000,284,10.7,90.6,27
"Trabajo_Argentino",2023-03-18,7,5,10000,360,9.1,88.5,23
"Marcos_Paz",2023-03-18,26,3,6000,285,6.8,93.3,20
"Rectorado",2023-03-18,16,5,10000,111,11.8,91.3,27
"Gestion_estudiantil",2023-03-18,9,4,8000,125,10,90,27
"Biblioteca",2023-03-18,10,2,4000,273,4.9,89.5,29
"Laboratorios",2023-03-18,25,4,8000,220,9.7,85.1,20
"Auditorio",2023-03-18,38,2,4000,167,3.5,98.5,25
"PIA",2023-03-18,26,2,4000,166,3.1,101.4,29
"Playon",2023-03-18,37,4,8000,216,9.1,84.4,17
"Gratuidad_Universitaria",2023-03-18,41,2,4000,258,3.7,96.5,26
"Justicia_Social",2023-03-18,83,5,10000,131,7.6,97.3,10
"La_Patria",2023-03-18,65,5,10000,277,11.8,87.3,12
"Sede_Vergara",2023-03-18,55,2,4000,192,4.2,107.7,30
"Polideportivo",2023-03-18,41,5,10000,298,8.4,91.4,10
"Escuela_Universitaria_de_Ingles",2023-03-18,62,4,8000,130,7.9,88.5,27
"Trabajo_Argentino",2023-03-19,1,6,12000,428,14,95.1,17
"Malvinas_Argentinas",2023-03-19,5,4,8000,153,7,87.8,29
"Marcos_Paz",2023-03-19,37,3,6000,206,5.9,84.8,29
"Rectorado",2023-03-19,15,4,8000,104,6.2,94.9,16
"Gestion_estudiantil",2023-03-19,33,5,10000,142,9.1,92,23
"Auditorio",2023-03-19,35,3,6000,278,6.6,92.3,10
"PIA",2023-03-19,39,3,6000,247,7.5,94.3,26
"Playon",2023-03-19,40,5,10000,112,12,95.9,29
"Gratuidad_Universitaria",2023-03-19,3,3,6000,268,4.6,93.4,20
"Justicia_Social",2023-03-19,38,2,4000,125,3.9,87.4,30
"La_Patria",2023-03-19,92,2,4000,180,3.2,89.2,14
"Sede_Vergara",2023-03-19,45,3,6000,270,5.8,90.6,28
"Escuela_Universitaria_de_Ingles",2023-03-19,36,4,8000,263,7.2,94.9,16
"Marcos_Paz",2023-03-20,36,5,10000,100,11.4,87.1,14
"Rectorado",2023-03-20,3,3,6000,219,5.2,94,16
"Gestion_estudiantil",2023-03-20,18,3,6000,224,5.5,97.6,21
"Auditorio",2023-03-20,18,5,10000,264,8,93,15
"PIA",2023-03-20,30,4,8000,126,8.5,84.2,16
"Playon",2023-03-20,7,5,10000,145,10.7,85.5,11
"Gratuidad_Universitaria",2023-03-20,30,4,8000,110,7.6,91.6,23
"Justicia_Social",2023-03-20,2,5,10000,127,11.4,98.3,24
"La_Patria",2023-03-20,63,5,10000,159,9.4,89,21
"Polideportivo",2023-03-20,18,4,8000,292,9.6,92.2,27
"Escuela_Universitaria_de_Ingles",2023-03-20,40,2,4000,178,3.1,97.6,12
"Trabajo_Argentino",2023-03-21,9,4,8000,447,6.6,90.5,15
"Malvinas_Argentinas",2023-03-21,1,3,6000,222,4.6,99.3,19
"Marcos_Paz",2023-03-21,12,3,6000,195,4.6,87.5,23
"Rectorado",2023-03-21,2,4,8000,207,10,88.2,13
"Gestion_estudiantil",2023-03-21,11,2,4000,219,3.1,94.8,17
"Biblioteca",2023-03-21,37,5,10000,190,8.1,86.1,26
"Laboratorios",2023-03-21,8,5,10000,146,8.2,88.5,27
"Auditorio",2023-03-21,3,5,10000,127,11.2,80.5,17
"PIA",2023-03-21,3,3,6000,122,7,93.7,11
"Playon",2023-03-21,22,5,10000,291,10.6,90.1,27
"Justicia_Social",2023-03-21,30,4,8000,242,6.2,93.2,17
"La_Patria",2023-03-21,31,3,6000,111,6.6,93.6,27
"Sede_Vergara",2023-03-21,40,5,10000,289,8.4,91,22
"Polideportivo",2023-03-21,51,4,8000,134,9.4,101.8,27
"Escuela_Universitaria_de_Ingles",2023-03-21,14,2,4000,156,3.7,104.2,20
"Trabajo_Argentino",2023-03-22,27,3,6000,401,5.1,95,13
"Malvinas_Argentinas",2023-03-22,3,3,6000,109,6.4,91.8,14
"Marcos_Paz",2023-03-22,29,2,4000,164,4.6,92.1,10
"Rectorado",2023-03-22,6,2,4000,293,4.4,93,14
"Gestion_estudiantil",2023-03-22,17,4,8000,287,8.1,99.1,12
"Biblioteca",2023-03-22,55,3,6000,223,7.2,89.8,24
"Laboratorios",2023-03-22,17,3,6000,150,5.1,104.6,29
"Auditorio",2023-03-22,9,5,10000,180,12.2,82.2,12
"PIA",2023-03-22,25,3,6000,223,5.7,94,22
"Playon",2023-03-22,30,4,8000,117,6.3,93.6,28
"Gratuidad_Universitaria",2023-03-22,2,2,4000,220,4.4,91.2,10
"Justicia_Social",2023-03-22,11,2,4000,208,3.2,90.2,16
"La_Patria",2023-03-22,70,5,10000,155,11.5,86.8,27
"Sede_Vergara",2023-03-22,34,2,4000,210,3.2,101.2,26
"Polideportivo",2023-03-22,53,2,4000,146,4.1,100.2,23
"Escuela_Universitaria_de_Ingles",2023-03-22,8,2,4000,127,4.7,87.9,10
"Trabajo_Argentino",2023-03-23,16,3,6000,470,7.2,95.7,19
"Malvinas_Argentinas",2023-03-23,2,3,6000,199,6.1,96.1,11
"Marcos_Paz",2023-03-23,23,3,6000,212,5.3,102.9,10
"Rectorado",2023-03-23,11,4,8000,103,7.7,94.8,20
"Gestion_estudiantil",2023-03-23,18,3,6000,135,6.3,95.6,19
"Biblioteca",2023-03-23,38,5,10000,279,10.5,86.8,18
"Laboratorios",2023-03-23,8,3,6000,161,6.4,90.9,15
"Auditorio",2023-03-23,14,3,6000,149,6.5,91.8,15
"PIA",2023-03-23,26,5,10000,207,12.3,92.6,16
"Playon",2023-03-23,25,3,6000,158,5.2,96.5,23
"Gratuidad_Universitaria",2023-03-23,19,4,8000,281,8.2,90.4,20
"Justicia_Social",2023-03-23,11,3,6000,180,4.6,88.4,11
"La_Patria",2023-03-23,56,3,6000,167,6.4,101.3,20
"Sede_Vergara",2023-03-23,47,5,10000,224,10,90.3,16
"Polideportivo",2023-03-23,34,3,6000,115,5.4,92.9,18
"Escuela_Universitaria_de_Ingles",2023-03-23,26,5,10000,213,10.3,90.2,18
"Trabajo_Argentino",2023-03-24,27,3,6000,417,5.4,93,25
"Malvinas_Argentinas",2023-03-24,2,4,8000,126,6.6,93.1,27
"Marcos_Paz",2023-03-24,15,5,10000,255,8.9,90.6,14
"Rectorado",2023-03-24,4,4,8000,276,7.5,86.8,19
"Gestion_estudiantil",2023-03-24,36,5,10000,299,11.2,84.8,28
"Biblioteca",2023-03-24,50,2,4000,104,3.8,100.2,22
"Laboratorios",2023-03-24,30,4,8000,167,7,87.7,10
"Auditorio",2023-03-24,13,4,8000,171,8.7,95,25
"PIA",2023-03-24,35,2,4000,272,3.8,89,13
"Playon",2023-03-24,63,4,8000,249,7.6,86.8,19
"Gratuidad_Universitaria",2023-03-24,15,4,8000,293,9.3,87.8,15
"Justicia_Social",2023-03-24,27,4,8000,143,7.6,90.1,11
"La_Patria",2023-03-24,76,5,10000,124,12.4,81.9,20
"Sede_Vergara",2023-03-24,54,3,6000,155,5,88.6,18
"Polideportivo",2023-03-24,73,3,6000,210,7.1,83.1,17
"Escuela_Universitaria_de_Ingles",2023-03-24,29,4,8000,149,9.3,87.9,30
"Trabajo_Argentino",2023-03-25,20,4,8000,372,7.5,99,25
"Malvinas_Argentinas",2023-03-25,4,4,8000,263,7.1,84.8,21
"Marcos_Paz",2023-03-25,19,4,8000,253,8.6,86.6,12
"Rectorado",2023-03-25,6,4,8000,261,7.8,91.5,20
"Gestion_estudiantil",2023-03-25,37,2,4000,248,4.9,95.1,21
"Biblioteca",2023-03-25,10,4,8000,102,8.7,90.1,30
"Laboratorios",2023-03-25,41,2,4000,257,4.4,98.7,15
"Auditorio",2023-03-25,23,3,6000,252,5.8,88.3,11
"PIA",2023-03-25,31,5,10000,244,11.6,80.2,12
"Playon",2023-03-25,31,3,6000,124,6.9,85.6,12
"Gratuidad_Universitaria",2023-03-25,16,5,10000,169,11.4,92.6,24
"Justicia_Social",2023-03-25,48,4,8000,293,9.4,88.6,21
"La_Patria",2023-03-25,69,4,8000,151,8.6,92.9,11
"Sede_Vergara",2023-03-25,43,2,4000,281,4.1,97.4,27
"Polideportivo",2023-03-25,58,5,10000,178,8.3,92.6,19
"Escuela_Universitaria_de_Ingles",2023-03-25,59,3,6000,214,4.6,101.9,26
"Malvinas_Argentinas",2023-03-26,6,2,4000,118,4.2,97.4,22
"Marcos_Paz",2023-03-26,22,5,10000,266,12.2,80.7,13
"Rectorado",2023-03-26,4,4,8000,156,9.2,87.2,10
"Gestion_estudiantil",2023-03-26,18,2,4000,298,4,95.1,23
"Auditorio",2023-03-26,23,4,8000,270,6.6,90,23
"PIA",2023-03-26,24,5,10000,256,7.5,91.9,26
"Playon",2023-03-26,18,2,4000,186,3.8,99.1,11
"Gratuidad_Universitaria",2023-03-26,31,2,4000,153,4.3,80.8,19
"Justicia_Social",2023-03-26,32,5,10000,299,10.6,99.4,27
"La_Patria",2023-03-26,72,3,6000,197,4.9,93.7,25
"Escuela_Universitaria_de_Ingles",2023-03-26,43,3,6000,278,6.3,87.4,14
"Trabajo_Argentino",2023-03-27,6,3,6000,416,6.9,86.5,29
"Marcos_Paz",2023-03-27,20,2,4000,148,3,91.1,12
"Rectorado",2023-03-27,4,4,8000,223,8.7,84.8,19
"Gestion_estudiantil",2023-03-27,19,3,6000,183,4.7,101.3,22
"Biblioteca",2023-03-27,25,5,10000,239,11.3,88.8,20
"Laboratorios",2023-03-27,9,3,6000,262,6.7,100.8,13
"Auditorio",2023-03-27,30,3,6000,245,5.9,102,15
"PIA",2023-03-27,24,4,8000,235,9.5,94.8,22
"Playon",2023-03-27,2,5,10000,224,9.7,88.2,15
"Justicia_Social",2023-03-27,16,5,10000,191,9.9,85.2,28
"La_Patria",2023-03-27,43,4,8000,232,8.6,90.1,16
"Sede_Vergara",2023-03-27,32,2,4000,197,4.1,94.4,30
"Polideportivo",2023-03-27,42,5,10000,240,8.6,99.4,16
"Escuela_Universitaria_de_Ingles",2023-03-27,17,4,8000,129,9.4,96.8,21
"Trabajo_Argentino",2023-03-28,18,4,8000,336,6.8,99.2,19
"Malvinas_Argentinas",2023-03-28,3,3,6000,157,5,94.1,20
"Marcos_Paz",2023-03-28,16,4,8000,116,7.4,96.9,23
"Rectorado",2023-03-28,6,2,4000,116,3.9,92.4,30
"Gestion_estudiantil",2023-03-28,26,3,6000,116,5.3,90.9,15
"Biblioteca",2023-03-28,36,5,10000,252,10.1,90.8,23
"Laboratorios",2023-03-28,17,3,6000,238,5.3,90.2,27
"Auditorio",2023-03-28,18,4,8000,131,6.4,96.5,30
"PIA",2023-03-28,34,5,10000,183,7.9,91.8,13
"Playon",2023-03-28,17,3,6000,236,6.2,84.4,30
"Gratuidad_Universitaria",2023-03-28,4,3,6000,274,7.4,95.7,21
"Justicia_Social",2023-03-28,17,2,4000,230,3,95.7,29
"La_Patria",2023-03-28,50,5,10000,155,9.4,90,28
"Sede_Vergara",2023-03-28,46,4,8000,131,10,92,24
"Polideportivo",2023-03-28,30,2,4000,125,4.5,92.7,10
"Escuela_Universitaria_de_Ingles",2023-03-28,44,3,6000,223,7.2,86.7,13
"Trabajo_Argentino",2023-03-29,20,3,6000,537,4.6,99.5,15
"Malvinas_Argentinas",2023-03-29,2,4,8000,224,6.4,88.7,28
"Marcos_Paz",2023-03-29,20,4,8000,226,7.7,102.1,27
"Rectorado",2023-03-29,4,3,6000,189,4.7,91.6,21
"Gestion_estudiantil",2023-03-29,11,5,10000,147,11.9,89.5,16
"Biblioteca",2023-03-29,51,2,4000,253,3.8,94.5,14
"Laboratorios",2023-03-29,17,2,4000,248,4.1,93.7,20
"Auditorio",2023-03-29,18,3,6000,287,6.8,87.4,10
"PIA",2023-03-29,29,5,10000,219,11.6,82,25
"Playon",2023-03-29,26,4,8000,170,6.5,87.1,20
"Gratuidad_Universitaria",2023-03-29,4,4,8000,281,9.6,84.1,12
"Justicia_Social",2023-03-29,24,2,4000,188,4.2,99,25
"La_Patria",2023-03-29,64,4,8000,179,6.5,95.1,25
"Sede_Vergara",2023-03-29,38,5,10000,164,7.7,79.3,12
"Polideportivo",2023-03-29,23,4,8000,226,6.2,95.2,25
"Escuela_Universitaria_de_Ingles",2023-03-29,7,4,8000,155,6.5,86.8,22
